State,Date,Number of Cases,Number of Deaths
Iowa,2020-09-19,79785,1265
Iowa,2020-09-18,78839,1264
Iowa,2020-09-17,77865,1257
Iowa,2020-09-16,76680,1248
Iowa,2020-09-15,75722,1234
Iowa,2020-09-14,75069,1233
Iowa,2020-09-13,74675,1220
Iowa,2020-09-12,74204,1218
Iowa,2020-09-11,73399,1216
Iowa,2020-09-10,72548,1208
Iowa,2020-09-09,71594,1204
Iowa,2020-09-08,71018,1185
Iowa,2020-09-07,70537,1170
Iowa,2020-09-06,70210,1167
Iowa,2020-09-05,69690,1165
Iowa,2020-09-04,68757,1158
Iowa,2020-09-03,67693,1137
Iowa,2020-09-02,66463,1134
Iowa,2020-09-01,65846,1125
Iowa,2020-08-31,65252,1120
Iowa,2020-08-30,64599,1113
Iowa,2020-08-29,63836,1110
Iowa,2020-08-28,62828,1108
Iowa,2020-08-27,61484,1091
Iowa,2020-08-26,58864,1077
Iowa,2020-08-25,57606,1059
Iowa,2020-08-24,56941,1047
Iowa,2020-08-23,56441,1037
Iowa,2020-08-22,55996,1033
Iowa,2020-08-21,55331,1030
Iowa,2020-08-20,54533,1016
Iowa,2020-08-19,53541,1011
Iowa,2020-08-18,53201,1002
Iowa,2020-08-17,52829,987
Iowa,2020-08-16,52447,975
Iowa,2020-08-15,52065,975
Iowa,2020-08-14,51272,972
Iowa,2020-08-13,50678,964
Iowa,2020-08-12,49973,953
Iowa,2020-08-11,49521,946
Iowa,2020-08-10,49164,935
Iowa,2020-08-09,48919,931
Iowa,2020-08-08,48311,926
Iowa,2020-08-07,47920,915
Iowa,2020-08-06,47559,912
Iowa,2020-08-05,46836,900
Iowa,2020-08-04,46231,888
Iowa,2020-08-03,45905,884
Iowa,2020-08-02,45723,878
Iowa,2020-08-01,45293,874
Iowa,2020-07-31,44753,872
Iowa,2020-07-30,44285,865
Iowa,2020-07-29,43623,854
Iowa,2020-07-28,42928,839
Iowa,2020-07-27,42696,836
Iowa,2020-07-26,42357,829
Iowa,2020-07-25,41886,826
Iowa,2020-07-24,41434,826
Iowa,2020-07-23,40796,820
Iowa,2020-07-22,40208,814
Iowa,2020-07-21,39721,808
Iowa,2020-07-20,39343,798
Iowa,2020-07-19,38813,793
Iowa,2020-07-18,38314,790
Iowa,2020-07-17,37903,785
Iowa,2020-07-16,37414,781
Iowa,2020-07-15,36536,777
Iowa,2020-07-14,35942,759
Iowa,2020-07-13,35631,755
Iowa,2020-07-12,35410,752
Iowa,2020-07-11,34695,748
Iowa,2020-07-10,34232,748
Iowa,2020-07-09,33316,742
Iowa,2020-07-08,32716,739
Iowa,2020-07-07,32153,732
Iowa,2020-07-06,31764,725
Iowa,2020-07-05,31612,721
Iowa,2020-07-04,31167,721
Iowa,2020-07-03,30631,721
Iowa,2020-07-02,30259,719
Iowa,2020-07-01,29618,717
Iowa,2020-06-30,29152,717
Iowa,2020-06-29,28874,712
Iowa,2020-06-28,28520,706
Iowa,2020-06-27,28203,704
Iowa,2020-06-26,27828,704
Iowa,2020-06-25,27384,702
Iowa,2020-06-24,26897,694
Iowa,2020-06-23,26470,690
Iowa,2020-06-22,26217,687
Iowa,2020-06-21,26020,686
Iowa,2020-06-20,25552,685
Iowa,2020-06-19,25424,681
Iowa,2020-06-18,24959,680
Iowa,2020-06-17,24616,677
Iowa,2020-06-16,24263,670
Iowa,2020-06-15,24110,661
Iowa,2020-06-14,23959,652
Iowa,2020-06-13,23792,651
Iowa,2020-06-12,23455,650
Iowa,2020-06-11,23103,641
Iowa,2020-06-10,22733,638
Iowa,2020-06-09,22271,629
Iowa,2020-06-08,22111,623
Iowa,2020-06-07,21794,606
Iowa,2020-06-06,21527,602
Iowa,2020-06-05,21332,597
Iowa,2020-06-04,20943,590
Iowa,2020-06-03,20376,574
Iowa,2020-06-02,20017,564
Iowa,2020-06-01,19789,558
Iowa,2020-05-31,19621,537
Iowa,2020-05-30,19336,531
Iowa,2020-05-29,19019,525
Iowa,2020-05-28,18672,510
Iowa,2020-05-27,18446,496
Iowa,2020-05-26,17999,480
Iowa,2020-05-25,17628,460
Iowa,2020-05-24,17434,456
Iowa,2020-05-23,16898,446
Iowa,2020-05-22,16510,441
Iowa,2020-05-21,16170,414
Iowa,2020-05-20,15868,400
Iowa,2020-05-19,15296,367
Iowa,2020-05-18,14955,355
Iowa,2020-05-17,14651,351
Iowa,2020-05-16,14328,346
Iowa,2020-05-15,14049,336
Iowa,2020-05-14,13675,318
Iowa,2020-05-13,13289,306
Iowa,2020-05-12,12912,289
Iowa,2020-05-11,12373,271
Iowa,2020-05-10,11959,265
Iowa,2020-05-09,11671,252
Iowa,2020-05-08,11457,243
Iowa,2020-05-07,11059,231
Iowa,2020-05-06,10404,219
Iowa,2020-05-05,10111,207
Iowa,2020-05-04,9703,188
Iowa,2020-05-03,9169,184
Iowa,2020-05-02,8641,175
Iowa,2020-05-01,7883,170
Iowa,2020-04-30,7145,162
Iowa,2020-04-29,6843,148
Iowa,2020-04-28,6376,136
Iowa,2020-04-27,5868,127
Iowa,2020-04-26,5490,118
Iowa,2020-04-25,5109,112
Iowa,2020-04-24,4459,107
Iowa,2020-04-23,3939,96
Iowa,2020-04-22,3764,90
Iowa,2020-04-21,3641,83
Iowa,2020-04-20,3175,79
Iowa,2020-04-19,2915,75
Iowa,2020-04-18,2513,74
Iowa,2020-04-17,2332,64
Iowa,2020-04-16,2141,60
Iowa,2020-04-15,1995,53
Iowa,2020-04-14,1899,44
Iowa,2020-04-13,1710,44
Iowa,2020-04-12,1587,41
Iowa,2020-04-11,1510,34
Iowa,2020-04-10,1388,31
Iowa,2020-04-09,1270,27
Iowa,2020-04-08,1145,27
Iowa,2020-04-07,1048,26
Iowa,2020-04-06,946,25
Iowa,2020-04-05,868,22
Iowa,2020-04-04,786,11
Iowa,2020-04-03,699,11
Iowa,2020-04-02,614,11
Iowa,2020-04-01,549,9
Iowa,2020-03-31,498,7
Iowa,2020-03-30,424,6
Iowa,2020-03-29,336,4
Iowa,2020-03-28,298,3
Iowa,2020-03-27,236,3
Iowa,2020-03-26,179,1
Iowa,2020-03-25,147,1
Iowa,2020-03-24,124,1
Iowa,2020-03-23,105,0
Iowa,2020-03-22,90,0
Iowa,2020-03-21,68,0
Iowa,2020-03-20,45,0
Iowa,2020-03-19,44,0
Iowa,2020-03-18,38,0
Iowa,2020-03-17,29,0
Iowa,2020-03-16,22,0
Iowa,2020-03-15,22,0
Iowa,2020-03-14,18,0
Iowa,2020-03-13,17,0
Iowa,2020-03-12,16,0
Iowa,2020-03-11,14,0
Iowa,2020-03-10,13,0
Iowa,2020-03-09,8,0
Iowa,2020-03-08,3,0
Indiana,2021-03-21,681188,12946
Indiana,2021-03-20,680420,12926
Indiana,2021-03-19,679529,12922
Indiana,2021-03-18,678669,12907
Indiana,2021-03-17,677705,12893
Indiana,2021-03-16,676799,12876
Indiana,2021-03-15,676235,12864
Indiana,2021-03-14,675822,12856
Indiana,2021-03-13,675127,12846
Indiana,2021-03-12,674293,12824
Indiana,2021-03-11,673349,12802
Indiana,2021-03-10,672439,12775
Indiana,2021-03-09,671570,12762
Indiana,2021-03-08,670975,12744
Indiana,2021-03-07,670500,12737
Indiana,2021-03-06,669754,12726
Indiana,2021-03-05,668520,12697
Indiana,2021-03-04,667668,12663
Indiana,2021-03-03,666731,12633
Indiana,2021-03-02,665962,12623
Indiana,2021-03-01,665422,12595
Indiana,2021-02-28,664880,12573
Indiana,2021-02-27,664149,12556
Indiana,2021-02-26,663282,12531
Indiana,2021-02-25,662332,12494
Indiana,2021-02-24,661241,12467
Indiana,2021-02-23,660229,12450
Indiana,2021-02-22,659547,12407
Indiana,2021-02-21,658730,12372
Indiana,2021-02-20,657848,12336
Indiana,2021-02-19,656433,12325
Indiana,2021-02-18,655396,12281
Indiana,2021-02-17,654636,12250
Indiana,2021-02-16,653713,12231
Indiana,2021-02-15,652836,12191
Indiana,2021-02-14,652060,12173
Indiana,2021-02-13,650842,12149
Indiana,2021-02-12,649610,12117
Indiana,2021-02-11,648183,12027
Indiana,2021-02-10,646476,12001
Indiana,2021-02-09,645034,11942
Indiana,2021-02-08,643898,11875
Indiana,2021-02-07,642865,11817
Indiana,2021-02-06,641133,11752
Indiana,2021-02-05,638314,11686
Indiana,2021-02-04,636830,11637
Indiana,2021-02-03,634470,10091
Indiana,2021-02-02,633043,10054
Indiana,2021-02-01,631502,9989
Indiana,2021-01-31,629793,9974
Indiana,2021-01-30,628069,9967
Indiana,2021-01-29,625730,9925
Indiana,2021-01-28,623094,9879
Indiana,2021-01-27,620275,9845
Indiana,2021-01-26,618037,9807
Indiana,2021-01-25,616310,9728
Indiana,2021-01-24,614120,9716
Indiana,2021-01-23,611600,9693
Indiana,2021-01-22,608498,9642
Indiana,2021-01-21,605004,9593
Indiana,2021-01-20,601380,9529
Indiana,2021-01-19,598494,9466
Indiana,2021-01-18,595760,9340
Indiana,2021-01-17,593262,9310
Indiana,2021-01-16,590093,9287
Indiana,2021-01-15,586206,9246
Indiana,2021-01-14,581534,9202
Indiana,2021-01-13,577153,9163
Indiana,2021-01-12,573505,9104
Indiana,2021-01-11,570355,9016
Indiana,2021-01-10,566670,8985
Indiana,2021-01-09,561579,8966
Indiana,2021-01-08,555613,8892
Indiana,2021-01-07,549514,8823
Indiana,2021-01-06,542235,8743
Indiana,2021-01-05,536084,8663
Indiana,2021-01-04,532671,8514
Indiana,2021-01-03,529054,8475
Indiana,2021-01-02,526065,8410
Indiana,2021-01-01,520750,8371
Indiana,2020-12-31,514455,8263
Indiana,2020-12-30,507979,8160
Indiana,2020-12-29,503242,8051
Indiana,2020-12-28,499256,7886
Indiana,2020-12-27,496795,7843
Indiana,2020-12-26,494967,7801
Indiana,2020-12-25,491125,7770
Indiana,2020-12-24,485681,7730
Indiana,2020-12-23,479476,7645
Indiana,2020-12-22,474797,7581
Indiana,2020-12-21,471124,7438
Indiana,2020-12-20,467258,7404
Indiana,2020-12-19,460766,7338
Indiana,2020-12-18,456028,7265
Indiana,2020-12-17,450074,7180
Indiana,2020-12-16,443734,7101
Indiana,2020-12-15,437513,6968
Indiana,2020-12-14,433242,6840
Indiana,2020-12-13,428275,6805
Indiana,2020-12-12,422368,6758
Indiana,2020-12-11,414961,6673
Indiana,2020-12-10,407755,6603
Indiana,2020-12-09,401219,6506
Indiana,2020-12-08,395449,6410
Indiana,2020-12-07,390048,6284
Indiana,2020-12-06,384391,6242
Indiana,2020-12-05,377790,6207
Indiana,2020-12-04,370091,6122
Indiana,2020-12-03,362182,6033
Indiana,2020-12-02,353722,5973
Indiana,2020-12-01,347097,5864
Indiana,2020-11-30,341694,5723
Indiana,2020-11-29,336027,5685
Indiana,2020-11-28,331725,5663
Indiana,2020-11-27,327234,5594
Indiana,2020-11-26,321595,5561
Indiana,2020-11-25,315212,5498
Indiana,2020-11-24,309218,5435
Indiana,2020-11-23,303575,5332
Indiana,2020-11-22,298021,5305
Indiana,2020-11-21,291838,5246
Indiana,2020-11-20,284960,5206
Indiana,2020-11-19,278142,5143
Indiana,2020-11-18,270847,5084
Indiana,2020-11-17,264810,5025
Indiana,2020-11-16,259318,4936
Indiana,2020-11-15,254172,4910
Indiana,2020-11-14,247466,4888
Indiana,2020-11-13,239139,4863
Indiana,2020-11-12,233540,4813
Indiana,2020-11-11,226935,4762
Indiana,2020-11-10,221894,4731
Indiana,2020-11-09,217028,4664
Indiana,2020-11-08,212895,4629
Indiana,2020-11-07,208243,4592
Indiana,2020-11-06,203332,4547
Indiana,2020-11-05,198684,4511
Indiana,2020-11-04,194261,4464
Indiana,2020-11-03,190555,4439
Indiana,2020-11-02,187665,4390
Indiana,2020-11-01,184589,4364
Indiana,2020-10-31,181837,4332
Indiana,2020-10-30,178372,4286
Indiana,2020-10-29,175190,4260
Indiana,2020-10-28,171566,4227
Indiana,2020-10-27,168996,4194
Indiana,2020-10-26,167010,4143
Indiana,2020-10-25,165038,4130
Indiana,2020-10-24,162886,4118
Indiana,2020-10-23,160145,4092
Indiana,2020-10-22,157678,4065
Indiana,2020-10-21,154822,4023
Indiana,2020-10-20,153088,4008
Indiana,2020-10-19,151588,3960
Indiana,2020-10-18,150005,3937
Indiana,2020-10-17,148400,3918
Indiana,2020-10-16,145915,3887
Indiana,2020-10-15,143617,3864
Indiana,2020-10-14,141670,3836
Indiana,2020-10-13,140505,3822
Indiana,2020-10-12,138933,3795
Indiana,2020-10-11,137359,3789
Indiana,2020-10-10,135789,3782
Indiana,2020-10-09,133864,3761
Indiana,2020-10-08,132030,3742
Indiana,2020-10-07,130569,3727
Indiana,2020-10-06,129281,3711
Indiana,2020-10-05,128285,3681
Indiana,2020-10-04,127501,3674
Indiana,2020-10-03,126414,3669
Indiana,2020-10-02,124959,3656
Indiana,2020-10-01,123459,3645
Indiana,2020-09-30,122295,3632
Indiana,2020-09-29,121327,3612
Indiana,2020-09-28,120581,3591
Indiana,2020-09-27,119721,3580
Indiana,2020-09-26,118819,3577
Indiana,2020-09-25,117656,3566
Indiana,2020-09-24,116481,3548
Indiana,2020-09-23,115578,3530
Indiana,2020-09-22,114864,3520
Indiana,2020-09-21,114251,3512
Indiana,2020-09-20,113728,3506
Indiana,2020-09-19,112982,3503
Indiana,2020-09-18,111900,3495
Indiana,2020-09-17,110863,3478
Indiana,2020-09-16,110025,3472
Indiana,2020-09-15,109445,3460
Indiana,2020-09-14,108755,3439
Indiana,2020-09-13,108020,3438
Indiana,2020-09-12,106777,3437
Indiana,2020-09-11,105703,3420
Indiana,2020-09-10,104429,3410
Indiana,2020-09-09,103641,3397
Indiana,2020-09-08,102917,3380
Indiana,2020-09-07,102527,3368
Indiana,2020-09-06,101937,3364
Indiana,2020-09-05,101094,3362
Indiana,2020-09-04,100011,3350
Indiana,2020-09-03,98971,3332
Indiana,2020-09-02,97853,3325
Indiana,2020-09-01,96988,3312
Indiana,2020-08-31,96277,3296
Indiana,2020-08-30,95394,3291
Indiana,2020-08-29,94512,3285
Indiana,2020-08-28,93387,3277
Indiana,2020-08-27,92566,3266
Indiana,2020-08-26,91403,3259
Indiana,2020-08-25,90460,3241
Indiana,2020-08-24,89602,3225
Indiana,2020-08-23,87942,3220
Indiana,2020-08-22,87325,3218
Indiana,2020-08-21,86312,3208
Indiana,2020-08-20,85257,3191
Indiana,2020-08-19,84308,3180
Indiana,2020-08-18,83799,3165
Indiana,2020-08-17,82909,3135
Indiana,2020-08-16,82304,3133
Indiana,2020-08-15,81561,3128
Indiana,2020-08-14,80507,3113
Indiana,2020-08-13,79404,3105
Indiana,2020-08-12,78337,3086
Indiana,2020-08-11,77625,3069
Indiana,2020-08-10,76734,3044
Indiana,2020-08-09,76071,3041
Indiana,2020-08-08,75025,3036
Indiana,2020-08-07,73986,3023
Indiana,2020-08-06,72741,3013
Indiana,2020-08-05,71685,3007
Indiana,2020-08-04,70944,2996
Indiana,2020-08-03,70111,2980
Indiana,2020-08-02,69531,2975
Indiana,2020-08-01,68773,2971
Indiana,2020-07-31,67800,2965
Indiana,2020-07-30,66883,2946
Indiana,2020-07-29,65918,2932
Indiana,2020-07-28,65258,2924
Indiana,2020-07-27,64417,2906
Indiana,2020-07-26,63881,2903
Indiana,2020-07-25,63030,2895
Indiana,2020-07-24,62081,2884
Indiana,2020-07-23,61079,2880
Indiana,2020-07-22,60126,2863
Indiana,2020-07-21,59344,2846
Indiana,2020-07-20,58607,2825
Indiana,2020-07-19,57965,2822
Indiana,2020-07-18,57045,2820
Indiana,2020-07-17,56160,2803
Indiana,2020-07-16,55413,2795
Indiana,2020-07-15,54698,2785
Indiana,2020-07-14,54001,2775
Indiana,2020-07-13,53327,2762
Indiana,2020-07-12,52892,2760
Indiana,2020-07-11,52358,2756
Indiana,2020-07-10,51567,2748
Indiana,2020-07-09,50829,2739
Indiana,2020-07-08,50309,2732
Indiana,2020-07-07,49859,2717
Indiana,2020-07-06,49560,2698
Indiana,2020-07-05,49203,2693
Indiana,2020-07-04,48628,2687
Indiana,2020-07-03,48099,2682
Indiana,2020-07-02,47553,2662
Indiana,2020-07-01,47116,2650
Indiana,2020-06-30,46740,2640
Indiana,2020-06-29,46370,2624
Indiana,2020-06-28,46071,2619
Indiana,2020-06-27,45707,2616
Indiana,2020-06-26,45269,2595
Indiana,2020-06-25,44779,2586
Indiana,2020-06-24,44260,2578
Indiana,2020-06-23,43967,2569
Indiana,2020-06-22,43709,2553
Indiana,2020-06-21,43496,2540
Indiana,2020-06-20,43135,2536
Indiana,2020-06-19,42801,2516
Indiana,2020-06-18,42480,2491
Indiana,2020-06-17,42036,2475
Indiana,2020-06-16,41780,2447
Indiana,2020-06-15,41422,2433
Indiana,2020-06-14,40901,2422
Indiana,2020-06-13,40535,2413
Indiana,2020-06-12,40114,2396
Indiana,2020-06-11,39714,2380
Indiana,2020-06-10,39297,2355
Indiana,2020-06-09,38985,2339
Indiana,2020-06-08,38553,2316
Indiana,2020-06-07,38328,2303
Indiana,2020-06-06,37928,2292
Indiana,2020-06-05,37499,2258
Indiana,2020-06-04,37005,2231
Indiana,2020-06-03,36609,2207
Indiana,2020-06-02,36129,2197
Indiana,2020-06-01,35684,2142
Indiana,2020-05-31,35429,2134
Indiana,2020-05-30,35064,2125
Indiana,2020-05-29,34399,2110
Indiana,2020-05-28,33885,2068
Indiana,2020-05-27,33242,2030
Indiana,2020-05-26,32856,2004
Indiana,2020-05-25,32489,1984
Indiana,2020-05-24,32151,1976
Indiana,2020-05-23,31674,1964
Indiana,2020-05-22,31165,1941
Indiana,2020-05-21,30673,1913
Indiana,2020-05-20,29986,1864
Indiana,2020-05-19,29402,1824
Indiana,2020-05-18,28897,1765
Indiana,2020-05-17,28419,1751
Indiana,2020-05-16,27919,1741
Indiana,2020-05-15,27281,1691
Indiana,2020-05-14,26627,1646
Indiana,2020-05-13,26044,1619
Indiana,2020-05-12,25676,1578
Indiana,2020-05-11,25134,1540
Indiana,2020-05-10,24633,1508
Indiana,2020-05-09,24239,1490
Indiana,2020-05-08,23620,1447
Indiana,2020-05-07,22942,1414
Indiana,2020-05-06,22286,1377
Indiana,2020-05-05,21423,1326
Indiana,2020-05-04,20855,1264
Indiana,2020-05-03,20267,1246
Indiana,2020-05-02,19629,1229
Indiana,2020-05-01,18941,1175
Indiana,2020-04-30,18099,1114
Indiana,2020-04-29,17409,1065
Indiana,2020-04-28,16783,992
Indiana,2020-04-27,16137,932
Indiana,2020-04-26,15187,928
Indiana,2020-04-25,14567,897
Indiana,2020-04-24,13848,851
Indiana,2020-04-23,13196,811
Indiana,2020-04-22,12575,764
Indiana,2020-04-21,12214,731
Indiana,2020-04-20,11784,666
Indiana,2020-04-19,11301,652
Indiana,2020-04-18,10730,633
Indiana,2020-04-17,10235,599
Indiana,2020-04-16,9619,554
Indiana,2020-04-15,9030,511
Indiana,2020-04-14,8598,458
Indiana,2020-04-13,8300,414
Indiana,2020-04-12,7990,405
Indiana,2020-04-11,7494,389
Indiana,2020-04-10,6960,353
Indiana,2020-04-09,6400,295
Indiana,2020-04-08,5986,246
Indiana,2020-04-07,5544,208
Indiana,2020-04-06,4986,171
Indiana,2020-04-05,4437,151
Indiana,2020-04-04,3975,136
Indiana,2020-04-03,3455,118
Indiana,2020-04-02,3056,94
Indiana,2020-04-01,2578,80
Indiana,2020-03-31,2177,61
Indiana,2020-03-30,1797,44
Indiana,2020-03-29,1522,40
Indiana,2020-03-28,1239,38
Indiana,2020-03-27,992,32
Indiana,2020-03-26,661,23
Indiana,2020-03-25,484,19
Indiana,2020-03-24,371,17
Indiana,2020-03-23,264,12
Indiana,2020-03-22,204,9
Indiana,2020-03-21,128,6
Indiana,2020-03-20,81,5
Indiana,2020-03-19,56,2
Indiana,2020-03-18,39,2
Indiana,2020-03-17,30,2
Indiana,2020-03-16,24,1
Indiana,2020-03-15,19,0
Indiana,2020-03-14,15,0
Indiana,2020-03-13,12,0
Indiana,2020-03-12,12,0
Indiana,2020-03-11,11,0
Indiana,2020-03-10,6,0
Indiana,2020-03-09,4,0
Indiana,2020-03-08,2,0
Indiana,2020-03-07,1,0
Indiana,2020-03-06,1,0
Illinois,2021-03-21,1225236,23357
Illinois,2021-03-20,1223884,23329
Illinois,2021-03-19,1222043,23304
Illinois,2021-03-18,1219667,23287
Illinois,2021-03-17,1217258,23255
Illinois,2021-03-16,1215745,23235
Illinois,2021-03-15,1213763,23216
Illinois,2021-03-14,1212895,23206
Illinois,2021-03-13,1211440,23188
Illinois,2021-03-12,1209847,23163
Illinois,2021-03-11,1208072,23122
Illinois,2021-03-10,1206362,23067
Illinois,2021-03-09,1204693,23039
Illinois,2021-03-08,1203008,23020
Illinois,2021-03-07,1201760,23014
Illinois,2021-03-06,1200720,23002
Illinois,2021-03-05,1198242,22946
Illinois,2021-03-04,1196739,22902
Illinois,2021-03-03,1194960,22853
Illinois,2021-03-02,1192860,22803
Illinois,2021-03-01,1191207,22759
Illinois,2021-02-28,1189922,22735
Illinois,2021-02-27,1188732,22710
Illinois,2021-02-26,1186993,22675
Illinois,2021-02-25,1184374,22607
Illinois,2021-02-24,1182402,22575
Illinois,2021-02-23,1180421,22528
Illinois,2021-02-22,1178702,22506
Illinois,2021-02-21,1177301,22466
Illinois,2021-02-20,1175781,22426
Illinois,2021-02-19,1173897,22368
Illinois,2021-02-18,1171687,22297
Illinois,2021-02-17,1169747,22224
Illinois,2021-02-16,1167889,22199
Illinois,2021-02-15,1166098,22166
Illinois,2021-02-14,1164743,22121
Illinois,2021-02-13,1163232,22087
Illinois,2021-02-12,1161206,22027
Illinois,2021-02-11,1158595,21985
Illinois,2021-02-10,1155802,21869
Illinois,2021-02-09,1152942,21802
Illinois,2021-02-08,1150869,21779
Illinois,2021-02-07,1148947,21738
Illinois,2021-02-06,1146952,21676
Illinois,2021-02-05,1143961,21603
Illinois,2021-02-04,1140341,21497
Illinois,2021-02-03,1137037,21420
Illinois,2021-02-02,1133691,21336
Illinois,2021-02-01,1131212,21273
Illinois,2021-01-31,1128505,21242
Illinois,2021-01-30,1126448,21213
Illinois,2021-01-29,1123152,21147
Illinois,2021-01-28,1119004,21074
Illinois,2021-01-27,1114798,20950
Illinois,2021-01-26,1111028,20853
Illinois,2021-01-25,1107388,20744
Illinois,2021-01-24,1104206,20680
Illinois,2021-01-23,1101037,20645
Illinois,2021-01-22,1095917,20535
Illinois,2021-01-21,1089010,20423
Illinois,2021-01-20,1084134,20285
Illinois,2021-01-19,1079307,20154
Illinois,2021-01-18,1074719,20119
Illinois,2021-01-17,1071307,20052
Illinois,2021-01-16,1067230,20021
Illinois,2021-01-15,1062121,19876
Illinois,2021-01-14,1055550,19728
Illinois,2021-01-13,1048784,19619
Illinois,2021-01-12,1043041,19497
Illinois,2021-01-11,1036450,19365
Illinois,2021-01-10,1031288,19295
Illinois,2021-01-09,1026639,19212
Illinois,2021-01-08,1020011,19110
Illinois,2021-01-07,1010808,18944
Illinois,2021-01-06,1001955,18738
Illinois,2021-01-05,994511,18569
Illinois,2021-01-04,987459,18414
Illinois,2021-01-03,982105,18322
Illinois,2021-01-02,977677,18217
Illinois,2021-01-01,966287,17979
Illinois,2020-12-31,965840,17979
Illinois,2020-12-30,957853,17813
Illinois,2020-12-29,950122,17606
Illinois,2020-12-28,944402,17476
Illinois,2020-12-27,939671,17336
Illinois,2020-12-26,935849,17225
Illinois,2020-12-25,932427,17155
Illinois,2020-12-24,926967,16964
Illinois,2020-12-23,919992,16846
Illinois,2020-12-22,913265,16677
Illinois,2020-12-21,906917,16530
Illinois,2020-12-20,901924,16407
Illinois,2020-12-19,896003,16326
Illinois,2020-12-18,888478,16206
Illinois,2020-12-17,881229,15987
Illinois,2020-12-16,872294,15780
Illinois,2020-12-15,865261,15591
Illinois,2020-12-14,857860,15458
Illinois,2020-12-13,850412,15340
Illinois,2020-12-12,843328,15232
Illinois,2020-12-11,834668,15076
Illinois,2020-12-10,825136,14852
Illinois,2020-12-09,813990,14621
Illinois,2020-12-08,805794,14392
Illinois,2020-12-07,797789,14234
Illinois,2020-12-06,788922,14127
Illinois,2020-12-05,781441,14028
Illinois,2020-12-04,771696,13808
Illinois,2020-12-03,761209,13650
Illinois,2020-12-02,750208,13433
Illinois,2020-12-01,740510,13175
Illinois,2020-11-30,727825,13015
Illinois,2020-11-29,721487,12895
Illinois,2020-11-28,714070,12852
Illinois,2020-11-27,706123,12705
Illinois,2020-11-26,698364,12609
Illinois,2020-11-25,686855,12465
Illinois,2020-11-24,675543,12294
Illinois,2020-11-23,665865,12141
Illinois,2020-11-22,657402,12064
Illinois,2020-11-21,647474,11967
Illinois,2020-11-20,635823,11814
Illinois,2020-11-19,622869,11671
Illinois,2020-11-18,608056,11488
Illinois,2020-11-17,599358,11327
Illinois,2020-11-16,586569,11217
Illinois,2020-11-15,574722,11170
Illinois,2020-11-14,564086,11098
Illinois,2020-11-13,553083,10907
Illinois,2020-11-12,537860,10855
Illinois,2020-11-11,525072,10805
Illinois,2020-11-10,512688,10658
Illinois,2020-11-09,500015,10577
Illinois,2020-11-08,488980,10548
Illinois,2020-11-07,479061,10498
Illinois,2020-11-06,466884,10412
Illinois,2020-11-05,455528,10334
Illinois,2020-11-04,445537,10239
Illinois,2020-11-03,437879,10177
Illinois,2020-11-02,431281,10115
Illinois,2020-11-01,424860,10091
Illinois,2020-10-31,416557,10030
Illinois,2020-10-30,410141,10012
Illinois,2020-10-29,401622,9963
Illinois,2020-10-28,395204,9912
Illinois,2020-10-27,389088,9860
Illinois,2020-10-26,385084,9811
Illinois,2020-10-25,380065,9788
Illinois,2020-10-24,376034,9765
Illinois,2020-10-23,370134,9704
Illinois,2020-10-22,365120,9663
Illinois,2020-10-21,360160,9622
Illinois,2020-10-20,356151,9562
Illinois,2020-10-19,352449,9520
Illinois,2020-10-18,348870,9491
Illinois,2020-10-17,344787,9474
Illinois,2020-10-16,341219,9447
Illinois,2020-10-15,336211,9392
Illinois,2020-10-14,332124,9335
Illinois,2020-10-13,329160,9288
Illinois,2020-10-12,325755,9258
Illinois,2020-10-11,322985,9245
Illinois,2020-10-10,320283,9235
Illinois,2020-10-09,317501,9207
Illinois,2020-10-08,314725,9173
Illinois,2020-10-07,311614,9138
Illinois,2020-10-06,308990,9100
Illinois,2020-10-05,307428,9071
Illinois,2020-10-04,305218,9050
Illinois,2020-10-03,303807,9033
Illinois,2020-10-02,301540,9007
Illinois,2020-10-01,299111,8956
Illinois,2020-09-30,296935,8935
Illinois,2020-09-29,294673,8901
Illinois,2020-09-28,293169,8877
Illinois,2020-09-27,291271,8859
Illinois,2020-09-26,289683,8847
Illinois,2020-09-25,287375,8826
Illinois,2020-09-24,284620,8793
Illinois,2020-09-23,282331,8762
Illinois,2020-09-22,280511,8741
Illinois,2020-09-21,279032,8717
Illinois,2020-09-20,277373,8700
Illinois,2020-09-19,276057,8688
Illinois,2020-09-18,273596,8666
Illinois,2020-09-17,271370,8643
Illinois,2020-09-16,269282,8622
Illinois,2020-09-15,267380,8589
Illinois,2020-09-14,265869,8571
Illinois,2020-09-13,264340,8562
Illinois,2020-09-12,262957,8546
Illinois,2020-09-11,260949,8522
Illinois,2020-09-10,258573,8480
Illinois,2020-09-09,256614,8457
Illinois,2020-09-08,255229,8431
Illinois,2020-09-07,253649,8417
Illinois,2020-09-06,252306,8409
Illinois,2020-09-05,250882,8405
Illinois,2020-09-04,248253,8386
Illinois,2020-09-03,242715,8347
Illinois,2020-09-02,241282,8322
Illinois,2020-09-01,239115,8299
Illinois,2020-08-31,237682,8258
Illinois,2020-08-30,235779,8248
Illinois,2020-08-29,233806,8236
Illinois,2020-08-28,232052,8229
Illinois,2020-08-27,229598,8206
Illinois,2020-08-26,227872,8186
Illinois,2020-08-25,225812,8155
Illinois,2020-08-24,224056,8123
